-3.15123057,
-5.4409,
4.98281813,
2.65308189,
-2.89347649,
-4.5420351,
2.19663382,
1.74669456,
-8.62974453,
3.46652484,
-3.12028027,
-4.46432781,
-3.62437797,
2.87255621,
1.66302228,
-4.27183247,
-1.55411875,
-5.28805542,
-3.08159804,
4.40535784,
-4.55316067,
9.877,
-5.34032,
-5.51810598,
-2.40903378,
-2.79917574,
-2.8218627,
-3.99287772,
-3.95418382,
-4.5291996,
3.29359794,
-4.82643366,
9.37258434,
6.65775633,
-0.384580791,
1.07751513,
-2.71211863,
-4.8790741,
-7.0312233,
2.94896054,
-6.70379925,
0.324731559,
2.80633235,
-5.97793865,
2.90247679,
2.25313425,
-3.99758554,
2.51084018,
-3.6291585,
-0.117886543,
1.37810421,
-1.73636281,
-2.30757236,
4.82642889,
11.0624027,
0.381428242,
-3.36741066,
5.5497303,
-3.93138695,
1.98225,
6.03638744,
1.35293603,
-0.185112745,
-1.34053719,
