-3.15047312,
-5.42759228,
4.96885633,
2.62639856,
-2.87594819,
-4.51416063,
2.19086027,
1.72268593,
-8.57536602,
3.4155829,
-3.12802911,
-4.43593359,
-3.62105727,
2.8138659,
1.62820733,
-4.26496649,
-1.56339204,
-5.27991295,
-3.07064533,
4.39925766,
-4.55814552,
9.85839081,
-5.32888079,
-5.47434235,
-2.38673353,
-2.80305028,
-2.81945443,
-3.98716021,
-3.9158144,
-4.5028882,
3.25524545,
-4.80394125,
9.32662678,
6.5826869,
-0.435091913,
1.09649634,
-2.70481968,
-4.85086632,
-6.98564243,
2.95029068,
-6.67651176,
0.321567535,
2.7489903,
-5.94899368,
2.82834339,
2.20924377,
-3.97783065,
2.51835394,
-3.61499524,
-0.14058651,
1.3720485,
-1.73845851,
-2.31029677,
4.7733,
10.9694452,
0.400410026,
-3.37028241,
5.52472973,
-3.93192506,
1.92079782,
6.02538776,
1.33165205,
-0.181779921,
-1.34076512,
-1.47840106,
-0.685559571,
-0.634883344,
-1.76428735,
3.14061809,
-1.84869766,
-1.01452982,
-4.23358345,
3.24855566,
0.724537373,
4.78358269,
1.03690934,
-1.75488591,
-3.10059738,
-3.89626122,
-3.82867932,
4.47655058,
0.558798,
-0.200728238,
-3.73145533,
-0.133357763,
2.22261167,
-2.78689694,
2.82740402,
-0.972135544,
6.30217075,
-3.79674315,
-0.721223891,
-3.6212914,
-3.43511367,
4.67861,
-3.47476196,
-1.95154834,
2.83583879,
-4.60724974,
0.24686417,
2.51835036,
-3.39075565,
3.12113237,
-3.42507386,
-2.62855983,
-2.3503778,
2.28783512,
-3.37669086,
-3.37325311,
-0.461571187,
-2.90305424,
6.07433,
-4.76228571,
0.148027807,
3.12856746,
-2.25237107,
-3.64867568,
-5.58512449,
4.45966482,
-1.33033895,
0.940196276,
-2.23503137,
-2.61806083,
-1.44153559,
-1.13267386,
6.51774359,
6.06055737,
2.66644335,
-0.580481827,
0.0841360092,
-2.78799963,
0.302173644,
1.86946964,
-1.9338001,
1.71991706,
-0.887211084,
9.80817413,
0.825185537,
-5.03631115,
1.78245401,
0.715520442,
-0.621521115,
1.10856199,
-1.85501027,
-0.423556834,
2.53492856,
2.08851647,
0.888857961,
0.898873389,
5.46786642,
-0.551765263,
0.677578449,
1.15302241,
-0.850632668,
-0.00750898942,
3.82401299,
-1.53788269,
1.79232752,
0.40547055,
-2.61256886,
-0.152938962,
-1.26763272,
-0.0531017594,
-0.260687292,
0.615509331,
-2.07673168,
-5.75791597,
3.08703637,
0.0214923248,
-2.31944418,
0.626228452,
0.0154407993,
-1.15149617,
0.15112178,
0.993772864,
-2.28844118,
0.247296929,
1.86854172,
3.54003596,
0.530737162,
-0.00133645954,
-0.650112629,
0.945282221,
0.673710763,
1.29150629,
1.13564408,
0.396768063,
-0.288913459,
-4.4049387,
1.69206131,
1.30305052,
-5.69698191,
