-0.500718951,
0.0773956105,
-0.00675640255,
0.0192811321,
0.900889277,
-0.949403584,
0.0937940478,
-0.105388232,
0.999821305,
0.0203539934,
-0.957645297,
0.935882866,
0.6065557,
-0.0295464713,
0.128059447,
-0.939182639,
-0.344332576,
0.982336402,
0.928122938,
0.00856983196,
0.696809888,
5.13177911e-05,
-0.499986827,
0.594474137,
0.750225782,
-0.628632963,
-0.00695085386,
0.980960906,
-0.894387126,
0.935817778,
0.0138895893,
-0.981447756,
-1.29565888e-05,
-0.00109029957,
-0.031379234,
-0.0672691762,
0.494942814,
-0.961805403,
-0.999099135,
0.0495789498,
0.0195773467,
-0.411445707,
0.0317785814,
0.0163339619,
-0.0425646901,
0.0146609563,
0.743861556,
-0.0736688748,
0.235955268,
0.504716,
0.200996205,
0.413810581,
-0.000454890018,
-0.00454635406,
1.15865068e-05,
0.237485856,
0.833854318,
0.00314962771,
0.369619429,
-0.0341018029,
-0.00238377647,
0.190749183,
0.469094664,
-0.792561471,
