-0.522149444,
0.0777311623,
-0.992414832,
0.293029457,
0.950783551,
-0.959516406,
0.937441826,
-0.709854186,
1,
0.672195435,
-0.999920309,
0.946657121,
0.622729897,
-0.55199194,
0.803602457,
-0.952290058,
-0.417116076,
0.987298727,
0.970710635,
0.710340679,
0.70415,
0.999964774,
-0.502383947,
0.59686,
0.81767267,
-0.666891694,
-0.00736439507,
0.99905622,
-0.911536336,
0.945914567,
0.388069957,
-0.989314079,
-0.152437225,
-0.850206435,
-0.0527402,
-0.264863759,
0.52780503,
-0.969119,
-0.999982178,
0.995847762,
0.0196013544,
-0.980746329,
0.557685912,
0.0163753536,
-0.818059683,
0.154196844,
0.757518768,
-0.98092109,
0.242217168,
0.953306,
0.998423338,
0.486707419,
-0.000500152702,
-0.571769297,
0.739122927,
0.585254133,
0.862604618,
0.813128769,
0.376870066,
-0.281648725,
-0.999703348,
0.92871356,
0.858917356,
-0.999978781,
