-1.4810518,
-0.69856739,
-0.627883911,
-1.76569498,
3.18424869,
-1.87292719,
-1.03951287,
-4.26195574,
3.26872969,
0.755279064,
4.80561686,
1.04331219,
-1.71730149,
-3.10734677,
-3.9101336,
-3.82879376,
4.48289,
0.515796602,
-0.202513009,
-3.73369145,
-0.108796515,
2.25803232,
-2.7966485,
2.80380487,
-1.00509191,
6.33822823,
-3.82106853,
-0.741002381,
-3.62407088,
-3.46627331,
4.66779,
-3.49232101,
-1.99603915,
2.86749887,
-4.6469121,
0.21114102,
2.54521203,
-3.40254641,
3.1524415,
-3.44435263,
-2.6287744,
-2.34821033,
2.31421328,
-3.36434102,
-3.39010644,
-0.453558862,
-2.85394645,
6.10207081,
-4.77020454,
0.120188072,
3.15200615,
-2.28430486,
-3.65911126,
-5.61502028,
4.47413111,
-1.32963777,
0.951126695,
-2.27292967,
-2.63685298,
-1.47592056,
-1.14730561,
6.5640831,
6.0951705,
2.68904591,
