0,0.8546163849154746
1,0.883224967490247
2,0.8798439531859558
3,0.8084525357607282
4,0.8208062418725618
5,0.818075422626788
6,0.876332899869961
7,0.8534460338101431
8,0.8752925877763329
9,0.8586475942782835
10,0.8444733420026008
11,0.8522756827048115
12,0.8084525357607282
13,0.8737321196358908
14,0.8677503250975293
15,0.8706111833550065
16,0.870481144343303
17,0.8106631989596879
18,0.8795838751625488
19,0.8810143042912874
20,0.6671001300390117
21,0.8591677503250975
22,0.8743823146944083
23,0.881664499349805
24,0.8782834850455137
25,0.876592977893368
26,0.8457737321196359
27,0.859037711313394
28,0.8245773732119636
29,0.6650195058517555
30,0.8456436931079324
31,0.5133940182054616
32,0.8777633289986996
33,0.8847854356306892
34,0.8040312093628088
35,0.8655396618985696
36,0.8466840052015605
37,0.8820546163849154
38,0.8024707412223667
39,0.7020806241872561
40,0.8834850455136541
41,0.8603381014304291
42,0.7693107932379714
43,0.8135240572171651
44,0.871261378413524
45,0.8509752925877764
46,0.8397919375812744
47,0.8551365409622886
48,0.8609882964889467
49,0.8747724317295189
